score,type
0.9999474287033081,watermarked
0.0005172416567802429,non_watermarked
0.8005493879318237,watermarked
0.01293994765728712,non_watermarked
0.9999983310699463,watermarked
5.454764050227823e-06,non_watermarked
0.9996656179428101,watermarked
0.0015820844564586878,non_watermarked
0.9920467138290405,watermarked
2.0596917504889234e-09,non_watermarked
0.9998259544372559,watermarked
1.3530698197428137e-05,non_watermarked
0.9667965173721313,watermarked
0.19522720575332642,non_watermarked
0.9975403547286987,watermarked
1.7836605081811285e-07,non_watermarked
0.9566439390182495,watermarked
2.102229518641252e-05,non_watermarked
0.9999593496322632,watermarked
1.408293883287115e-06,non_watermarked
0.999286413192749,watermarked
1.870036794571206e-05,non_watermarked
0.9998213052749634,watermarked
0.00023175799287855625,non_watermarked
0.9998064041137695,watermarked
0.014283317141234875,non_watermarked
0.997021496295929,watermarked
0.0002531479112803936,non_watermarked
0.997190535068512,watermarked
0.0022995490580797195,non_watermarked
0.21493998169898987,watermarked
0.0006672623567283154,non_watermarked
0.9739049673080444,watermarked
0.06941240280866623,non_watermarked
0.9871932864189148,watermarked
0.10385708510875702,non_watermarked
0.9987080097198486,watermarked
2.333866255810335e-08,non_watermarked
0.9826568365097046,watermarked
0.004290158860385418,non_watermarked
0.5460201501846313,watermarked
0.000545692106243223,non_watermarked
0.9999146461486816,watermarked
3.565574388630921e-06,non_watermarked
0.5502778887748718,watermarked
1.6803907783469185e-05,non_watermarked
0.9842016100883484,watermarked
0.018993575125932693,non_watermarked
0.9512996673583984,watermarked
1.6671731373207876e-06,non_watermarked
0.9145094752311707,watermarked
5.461989530886058e-06,non_watermarked
0.9380590319633484,watermarked
0.000606411776971072,non_watermarked
0.9279879927635193,watermarked
0.00047198825632221997,non_watermarked
0.8034142255783081,watermarked
2.6100531158590456e-07,non_watermarked
0.998923122882843,watermarked
0.05197582021355629,non_watermarked
0.9734113812446594,watermarked
1.2667167538893409e-05,non_watermarked
0.9983021020889282,watermarked
7.008623725823782e-08,non_watermarked
0.9987849593162537,watermarked
5.398790858812674e-10,non_watermarked
0.6456325054168701,watermarked
0.29466354846954346,non_watermarked
0.999554455280304,watermarked
0.0029192231595516205,non_watermarked
0.9996994137763977,watermarked
0.00024088322243187577,non_watermarked
0.9999988079071045,watermarked
0.0014355555176734924,non_watermarked
0.9998174905776978,watermarked
0.00027331849560141563,non_watermarked
0.9923664927482605,watermarked
7.545227708760649e-05,non_watermarked
0.9995415806770325,watermarked
4.473683020478347e-06,non_watermarked
0.7828516960144043,watermarked
0.00023742535267956555,non_watermarked
0.04888848960399628,watermarked
0.0008424824918620288,non_watermarked
0.9947037100791931,watermarked
0.00016668486932758242,non_watermarked
0.9987404942512512,watermarked
0.001486912602558732,non_watermarked
0.9993625283241272,watermarked
0.02954794652760029,non_watermarked
0.9999812841415405,watermarked
1.2209466149215586e-05,non_watermarked
0.9998635053634644,watermarked
0.003234748262912035,non_watermarked
0.9997689127922058,watermarked
2.7022049380320823e-06,non_watermarked
0.9999998807907104,watermarked
5.307887477101758e-05,non_watermarked
0.9288443326950073,watermarked
1.594129457771487e-06,non_watermarked
0.09587246924638748,watermarked
6.843259257038881e-07,non_watermarked
0.9979245662689209,watermarked
0.020822539925575256,non_watermarked
0.999879002571106,watermarked
2.7675700620122257e-10,non_watermarked
0.9995933771133423,watermarked
0.1229332685470581,non_watermarked
0.33202406764030457,watermarked
0.0011845958651974797,non_watermarked
0.9924541115760803,watermarked
0.00018141722830478102,non_watermarked
0.9999736547470093,watermarked
6.275674309108581e-07,non_watermarked
0.24128296971321106,watermarked
0.0001253436057595536,non_watermarked
0.9776467680931091,watermarked
0.0011257596779614687,non_watermarked
1.0,watermarked
3.3741353036020882e-06,non_watermarked
0.9999911785125732,watermarked
8.637024620838929e-06,non_watermarked
0.9999737739562988,watermarked
3.0984175225512445e-08,non_watermarked
0.999998927116394,watermarked
2.4876252169292457e-09,non_watermarked
0.994987428188324,watermarked
5.376437911763787e-06,non_watermarked
0.5181289315223694,watermarked
0.34709200263023376,non_watermarked
0.9737638831138611,watermarked
2.3838532570152893e-07,non_watermarked
0.19466343522071838,watermarked
1.569306550663896e-05,non_watermarked
0.9813150763511658,watermarked
0.00024051808577496558,non_watermarked
0.9852238893508911,watermarked
5.9037036407971755e-05,non_watermarked
0.9999980926513672,watermarked
0.10311704874038696,non_watermarked
0.9997913837432861,watermarked
5.069533699497697e-07,non_watermarked
0.9349931478500366,watermarked
5.7878551160683855e-06,non_watermarked
0.9990221261978149,watermarked
0.11892393231391907,non_watermarked
